id	text	classification
5099	... too contrived to be as naturally charming as it needs to be .	neg
5100	A simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something .	neg
5101	The characters are based on stock clichés , and the attempt to complicate the story only defies credibility .	neg
5102	Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .	neg
5103	Not the Great American Comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too .	pos
5104	A domestic melodrama with weak dialogue and biopic cliches .	neg
5105	Mr. Goyer 's loose , unaccountable direction is technically sophisticated in the worst way .	neg
5106	The movie is so thoughtlessly assembled .	pos
5108	plays like some corny television production from a bygone era	neg
5109	The end result is like cold porridge with only the odd enjoyably chewy lump .	neg
5110	For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .	pos
5111	I was feeling this movie until it veered off too far into the Exxon zone , and left me behind at the station looking for a return ticket to realism .	neg
5112	Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . ''	pos
5113	Ignoring that , he made Swimfan anyway	neg
5114	Naipaul fans may be disappointed .	neg
5115	Those who are not acquainted with the author 's work , on the other hand , may fall fast asleep .	neg
5116	Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .	neg
5118	If you 're looking for a story , do n't bother .	neg
5119	Full Frontal had no effect and elicited no sympathies for any of the characters .	neg
5120	By that measure , it is a failure .	neg
5121	A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .	neg
5122	An affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer 's previous collaboration , Miss Congeniality .	neg
5124	Like a pack of dynamite sticks , built for controversy .	neg
5127	An admitted egomaniac , Evans is no Hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of Don Simpson .	neg
5128	The audience when I saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack .	neg
5129	Everyone 's to blame here .	neg
5130	You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .	neg
5131	Less a study in madness or love than a study in schoolgirl obsession .	neg
5132	Rice never clearly defines his characters or gives us a reason to care about them .	neg
5136	But what is missing from it all is a moral .	neg
5138	Why did they deem it necessary to document all this emotional misery ?	neg
5140	You see the movie and you think , zzzzzzzzz .	neg
5141	Downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .	neg
5142	The movie slides downhill as soon as macho action conventions assert themselves .	neg
5143	Formulaic to the 51st power , more like .	neg
5145	Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .	neg
5149	Comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire .	neg
5150	Offers absolutely nothing I had n't already seen .	neg
5151	`` Analyze That '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .	neg
5153	Suffice to say its total promise is left slightly unfulfilled .	neg
5154	Complex , sinuously plotted and , somehow , off-puttingly cold .	neg
5155	First-time writer-director Dylan Kidd also has a good ear for dialogue , and the characters sound like real people .	pos
5156	... an airless , prepackaged Julia Roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if Lopez 's publicist should share screenwriting credit .	neg
5157	Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .	neg
5158	Could as easily have been called ` Under Siege 3 : In Alcatraz ' ... a cinematic corpse that never springs to life .	neg
5159	In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life ; despite the title ... amounts to surprisingly little .	neg
5160	Lame Sweet Home leaves no Southern stereotype unturned .	neg
5162	The jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .	neg
5163	Will give many ministers and Bible-study groups hours of material to discuss .	pos
5164	But mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .	neg
5165	In its chicken heart , Crush goes to absurd lengths to duck the very issues it raises .	neg
5166	This long and relentlessly saccharine film is a clear case of preaching to the converted .	neg
5167	The film is flat .	neg
5168	The movie is a lumbering load of hokum but ... it 's at least watchable .	neg
5170	An unbelievably stupid film , though occasionally fun enough to make you forget its absurdity .	neg
5171	The first Fatal Attraction was vile enough .	neg
5172	Do we really need the Tiger Beat version ?	neg
5173	This Bond film goes off the beaten path , not necessarily for the better .	neg
5174	The problem is that the movie has no idea of it is serious or not .	neg
5175	When the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fails .	neg
5177	The elements were all there but lack of a pyschological center knocks it flat .	neg
5180	An unsuccessful attempt at a movie of ideas .	neg
5181	Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role -- she does little here but point at things that explode into flame .	neg
5182	This toothless Dog , already on cable , loses all bite on the big screen .	neg
5183	It made me feel unclean , and I 'm the guy who liked There 's Something About Mary and both American Pie movies .	neg
5185	Not only is it hokey , manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It preaches .	neg
5186	It 's so crammed with scenes and vistas and pretty moments that it 's left a few crucial things out , like character development and coherence .	neg
